Full_Date,Year,Month,Date,Day,Holiday_Name,Is_Holiday,Is_Public_Holiday,Is_Bank_Holiday,Is_Mercantile_Holiday,Is_Poya_Day,Is_Weekend
2005-01-01,2005,January,1,Saturday,N/A,True,False,True,False,False,True
2005-01-02,2005,January,2,Sunday,N/A,True,False,True,False,False,True
2005-01-03,2005,January,3,Monday,N/A,False,False,False,False,False,False
2005-01-04,2005,January,4,Tuesday,N/A,False,False,False,False,False,False
2005-01-05,2005,January,5,Wednesday,N/A,False,False,False,False,False,False
2005-01-06,2005,January,6,Thursday,N/A,False,False,False,False,False,False
2005-01-07,2005,January,7,Friday,N/A,False,False,False,False,False,False
2005-01-08,2005,January,8,Saturday,N/A,True,False,True,False,False,True
2005-01-09,2005,January,9,Sunday,N/A,True,False,True,False,False,True
2005-01-10,2005,January,10,Monday,N/A,False,False,False,False,False,False
2005-01-11,2005,January,11,Tuesday,N/A,False,False,False,False,False,False
2005-01-12,2005,January,12,Wednesday,N/A,False,False,False,False,False,False
2005-01-13,2005,January,13,Thursday,N/A,False,False,False,False,False,False
2005-01-14,2005,January,14,Friday,Tamil Thai Pongal Day,True,True,True,True,False,False
2005-01-15,2005,January,15,Saturday,N/A,True,False,True,False,False,True
2005-01-16,2005,January,16,Sunday,N/A,True,False,True,False,False,True
2005-01-17,2005,January,17,Monday,N/A,False,False,False,False,False,False
2005-01-18,2005,January,18,Tuesday,N/A,False,False,False,False,False,False
2005-01-19,2005,January,19,Wednesday,N/A,False,False,False,False,False,False
2005-01-20,2005,January,20,Thursday,N/A,False,False,False,False,False,False
2005-01-21,2005,January,21,Friday,Id-Ul-Alha (Hadji Festival Day),True,True,True,False,False,False
2005-01-22,2005,January,22,Saturday,N/A,True,False,True,False,False,True
2005-01-23,2005,January,23,Sunday,N/A,True,False,True,False,False,True
2005-01-24,2005,January,24,Monday,Duruthu Full Moon Poya Day,True,True,True,False,True,False
2005-01-25,2005,January,25,Tuesday,N/A,False,False,False,False,False,False
2005-01-26,2005,January,26,Wednesday,N/A,False,False,False,False,False,False
2005-01-27,2005,January,27,Thursday,N/A,False,False,False,False,False,False
2005-01-28,2005,January,28,Friday,N/A,False,False,False,False,False,False
2005-01-29,2005,January,29,Saturday,N/A,True,False,True,False,False,True
2005-01-30,2005,January,30,Sunday,N/A,True,False,True,False,False,True
2005-01-31,2005,January,31,Monday,N/A,False,False,False,False,False,False
2005-02-01,2005,February,1,Tuesday,N/A,False,False,False,False,False,False
2005-02-02,2005,February,2,Wednesday,N/A,False,False,False,False,False,False
2005-02-03,2005,February,3,Thursday,N/A,False,False,False,False,False,False
2005-02-04,2005,February,4,Friday,Independence Day,True,True,True,True,False,False
2005-02-05,2005,February,5,Saturday,N/A,True,False,True,False,False,True
2005-02-06,2005,February,6,Sunday,N/A,True,False,True,False,False,True
2005-02-07,2005,February,7,Monday,N/A,False,False,False,False,False,False
2005-02-08,2005,February,8,Tuesday,N/A,False,False,False,False,False,False
2005-02-09,2005,February,9,Wednesday,N/A,False,False,False,False,False,False
2005-02-10,2005,February,10,Thursday,N/A,False,False,False,False,False,False
2005-02-11,2005,February,11,Friday,N/A,False,False,False,False,False,False
2005-02-12,2005,February,12,Saturday,N/A,True,False,True,False,False,True
2005-02-13,2005,February,13,Sunday,N/A,True,False,True,False,False,True
2005-02-14,2005,February,14,Monday,N/A,False,False,False,False,False,False
2005-02-15,2005,February,15,Tuesday,N/A,False,False,False,False,False,False
2005-02-16,2005,February,16,Wednesday,N/A,False,False,False,False,False,False
2005-02-17,2005,February,17,Thursday,N/A,False,False,False,False,False,False
2005-02-18,2005,February,18,Friday,N/A,False,False,False,False,False,False
2005-02-19,2005,February,19,Saturday,N/A,True,False,True,False,False,True
2005-02-20,2005,February,20,Sunday,N/A,True,False,True,False,False,True
2005-02-21,2005,February,21,Monday,N/A,False,False,False,False,False,False
2005-02-22,2005,February,22,Tuesday,N/A,False,False,False,False,False,False
2005-02-23,2005,February,23,Wednesday,Navam Full Moon Poya Day,True,True,True,False,True,False
2005-02-24,2005,February,24,Thursday,N/A,False,False,False,False,False,False
2005-02-25,2005,February,25,Friday,N/A,False,False,False,False,False,False
2005-02-26,2005,February,26,Saturday,N/A,True,False,True,False,False,True
2005-02-27,2005,February,27,Sunday,N/A,True,False,True,False,False,True
2005-02-28,2005,February,28,Monday,N/A,False,False,False,False,False,False
2005-03-01,2005,March,1,Tuesday,N/A,False,False,False,False,False,False
2005-03-02,2005,March,2,Wednesday,N/A,False,False,False,False,False,False
2005-03-03,2005,March,3,Thursday,N/A,False,False,False,False,False,False
2005-03-04,2005,March,4,Friday,N/A,False,False,False,False,False,False
2005-03-05,2005,March,5,Saturday,N/A,True,False,True,False,False,True
2005-03-06,2005,March,6,Sunday,N/A,True,False,True,False,False,True
2005-03-07,2005,March,7,Monday,N/A,False,False,False,False,False,False
2005-03-08,2005,March,8,Tuesday,Maha Sivarathri Day,True,True,True,False,False,False
2005-03-09,2005,March,9,Wednesday,N/A,False,False,False,False,False,False
2005-03-10,2005,March,10,Thursday,N/A,False,False,False,False,False,False
2005-03-11,2005,March,11,Friday,N/A,False,False,False,False,False,False
2005-03-12,2005,March,12,Saturday,N/A,True,False,True,False,False,True
2005-03-13,2005,March,13,Sunday,N/A,True,False,True,False,False,True
2005-03-14,2005,March,14,Monday,N/A,False,False,False,False,False,False
2005-03-15,2005,March,15,Tuesday,N/A,False,False,False,False,False,False
2005-03-16,2005,March,16,Wednesday,N/A,False,False,False,False,False,False
2005-03-17,2005,March,17,Thursday,N/A,False,False,False,False,False,False
2005-03-18,2005,March,18,Friday,N/A,False,False,False,False,False,False
2005-03-19,2005,March,19,Saturday,N/A,True,False,True,False,False,True
2005-03-20,2005,March,20,Sunday,N/A,True,False,True,False,False,True
2005-03-21,2005,March,21,Monday,N/A,False,False,False,False,False,False
2005-03-22,2005,March,22,Tuesday,N/A,False,False,False,False,False,False
2005-03-23,2005,March,23,Wednesday,N/A,False,False,False,False,False,False
2005-03-24,2005,March,24,Thursday,N/A,False,False,False,False,False,False
2005-03-25,2005,March,25,Friday,Good Friday / Medin Full Moon Poya Day,True,True,True,False,True,False
2005-03-26,2005,March,26,Saturday,N/A,True,False,True,False,False,True
2005-03-27,2005,March,27,Sunday,N/A,True,False,True,False,False,True
2005-03-28,2005,March,28,Monday,N/A,False,False,False,False,False,False
2005-03-29,2005,March,29,Tuesday,N/A,False,False,False,False,False,False
2005-03-30,2005,March,30,Wednesday,N/A,False,False,False,False,False,False
2005-03-31,2005,March,31,Thursday,N/A,False,False,False,False,False,False
2005-04-01,2005,April,1,Friday,N/A,False,False,False,False,False,False
2005-04-02,2005,April,2,Saturday,N/A,True,False,True,False,False,True
2005-04-03,2005,April,3,Sunday,N/A,True,False,True,False,False,True
2005-04-04,2005,April,4,Monday,N/A,False,False,False,False,False,False
2005-04-05,2005,April,5,Tuesday,N/A,False,False,False,False,False,False
2005-04-06,2005,April,6,Wednesday,N/A,False,False,False,False,False,False
2005-04-07,2005,April,7,Thursday,N/A,False,False,False,False,False,False
2005-04-08,2005,April,8,Friday,N/A,False,False,False,False,False,False
2005-04-09,2005,April,9,Saturday,N/A,True,False,True,False,False,True
2005-04-10,2005,April,10,Sunday,N/A,True,False,True,False,False,True
2005-04-11,2005,April,11,Monday,N/A,False,False,False,False,False,False
2005-04-12,2005,April,12,Tuesday,N/A,False,False,False,False,False,False
2005-04-13,2005,April,13,Wednesday,Day prior to Sinhala and Tamil New Year Day,True,True,True,True,False,False
2005-04-14,2005,April,14,Thursday,Sinhala and Tamil New Year Day,True,True,True,True,False,False
2005-04-15,2005,April,15,Friday,N/A,False,False,False,False,False,False
2005-04-16,2005,April,16,Saturday,N/A,True,False,True,False,False,True
2005-04-17,2005,April,17,Sunday,N/A,True,False,True,False,False,True
2005-04-18,2005,April,18,Monday,N/A,False,False,False,False,False,False
2005-04-19,2005,April,19,Tuesday,N/A,False,False,False,False,False,False
2005-04-20,2005,April,20,Wednesday,N/A,False,False,False,False,False,False
2005-04-21,2005,April,21,Thursday,N/A,False,False,False,False,False,False
2005-04-22,2005,April,22,Friday,Milad-Un-Nabi (Holy Prophet's Birthday),True,True,True,True,False,False
2005-04-23,2005,April,23,Saturday,Bak Full Moon Poya Day,True,True,True,False,True,True
2005-04-24,2005,April,24,Sunday,N/A,True,False,True,False,False,True
2005-04-25,2005,April,25,Monday,N/A,False,False,False,False,False,False
2005-04-26,2005,April,26,Tuesday,N/A,False,False,False,False,False,False
2005-04-27,2005,April,27,Wednesday,N/A,False,False,False,False,False,False
2005-04-28,2005,April,28,Thursday,N/A,False,False,False,False,False,False
2005-04-29,2005,April,29,Friday,N/A,False,False,False,False,False,False
2005-04-30,2005,April,30,Saturday,N/A,True,False,True,False,False,True
2005-05-01,2005,May,1,Sunday,May Day,True,True,True,True,False,True
2005-05-02,2005,May,2,Monday,Special Bank Holiday,True,False,True,False,False,False
2005-05-03,2005,May,3,Tuesday,N/A,False,False,False,False,False,False
2005-05-04,2005,May,4,Wednesday,N/A,False,False,False,False,False,False
2005-05-05,2005,May,5,Thursday,N/A,False,False,False,False,False,False
2005-05-06,2005,May,6,Friday,N/A,False,False,False,False,False,False
2005-05-07,2005,May,7,Saturday,N/A,True,False,True,False,False,True
2005-05-08,2005,May,8,Sunday,N/A,True,False,True,False,False,True
2005-05-09,2005,May,9,Monday,N/A,False,False,False,False,False,False
2005-05-10,2005,May,10,Tuesday,N/A,False,False,False,False,False,False
2005-05-11,2005,May,11,Wednesday,N/A,False,False,False,False,False,False
2005-05-12,2005,May,12,Thursday,N/A,False,False,False,False,False,False
2005-05-13,2005,May,13,Friday,N/A,False,False,False,False,False,False
2005-05-14,2005,May,14,Saturday,N/A,True,False,True,False,False,True
2005-05-15,2005,May,15,Sunday,N/A,True,False,True,False,False,True
2005-05-16,2005,May,16,Monday,N/A,False,False,False,False,False,False
2005-05-17,2005,May,17,Tuesday,N/A,False,False,False,False,False,False
2005-05-18,2005,May,18,Wednesday,N/A,False,False,False,False,False,False
2005-05-19,2005,May,19,Thursday,N/A,False,False,False,False,False,False
2005-05-20,2005,May,20,Friday,N/A,False,False,False,False,False,False
2005-05-21,2005,May,21,Saturday,N/A,True,False,True,False,False,True
2005-05-22,2005,May,22,Sunday,N/A,True,False,True,False,False,True
2005-05-23,2005,May,23,Monday,Vesak Full Moon Poya Day,True,True,True,False,True,False
2005-05-24,2005,May,24,Tuesday,Day following Vesak Full Moon Poya Day,True,True,True,True,True,False
2005-05-25,2005,May,25,Wednesday,N/A,False,False,False,False,False,False
2005-05-26,2005,May,26,Thursday,N/A,False,False,False,False,False,False
2005-05-27,2005,May,27,Friday,N/A,False,False,False,False,False,False
2005-05-28,2005,May,28,Saturday,N/A,True,False,True,False,False,True
2005-05-29,2005,May,29,Sunday,N/A,True,False,True,False,False,True
2005-05-30,2005,May,30,Monday,N/A,False,False,False,False,False,False
2005-05-31,2005,May,31,Tuesday,N/A,False,False,False,False,False,False
2005-06-01,2005,June,1,Wednesday,N/A,False,False,False,False,False,False
2005-06-02,2005,June,2,Thursday,N/A,False,False,False,False,False,False
2005-06-03,2005,June,3,Friday,N/A,False,False,False,False,False,False
2005-06-04,2005,June,4,Saturday,N/A,True,False,True,False,False,True
2005-06-05,2005,June,5,Sunday,N/A,True,False,True,False,False,True
2005-06-06,2005,June,6,Monday,N/A,False,False,False,False,False,False
2005-06-07,2005,June,7,Tuesday,N/A,False,False,False,False,False,False
2005-06-08,2005,June,8,Wednesday,N/A,False,False,False,False,False,False
2005-06-09,2005,June,9,Thursday,N/A,False,False,False,False,False,False
2005-06-10,2005,June,10,Friday,N/A,False,False,False,False,False,False
2005-06-11,2005,June,11,Saturday,N/A,True,False,True,False,False,True
2005-06-12,2005,June,12,Sunday,N/A,True,False,True,False,False,True
2005-06-13,2005,June,13,Monday,N/A,False,False,False,False,False,False
2005-06-14,2005,June,14,Tuesday,N/A,False,False,False,False,False,False
2005-06-15,2005,June,15,Wednesday,N/A,False,False,False,False,False,False
2005-06-16,2005,June,16,Thursday,N/A,False,False,False,False,False,False
2005-06-17,2005,June,17,Friday,N/A,False,False,False,False,False,False
2005-06-18,2005,June,18,Saturday,N/A,True,False,True,False,False,True
2005-06-19,2005,June,19,Sunday,N/A,True,False,True,False,False,True
2005-06-20,2005,June,20,Monday,N/A,False,False,False,False,False,False
2005-06-21,2005,June,21,Tuesday,Poson Full Moon Poya Day,True,True,True,False,True,False
2005-06-22,2005,June,22,Wednesday,N/A,False,False,False,False,False,False
2005-06-23,2005,June,23,Thursday,N/A,False,False,False,False,False,False
2005-06-24,2005,June,24,Friday,N/A,False,False,False,False,False,False
2005-06-25,2005,June,25,Saturday,N/A,True,False,True,False,False,True
2005-06-26,2005,June,26,Sunday,N/A,True,False,True,False,False,True
2005-06-27,2005,June,27,Monday,N/A,False,False,False,False,False,False
2005-06-28,2005,June,28,Tuesday,N/A,False,False,False,False,False,False
2005-06-29,2005,June,29,Wednesday,N/A,False,False,False,False,False,False
2005-06-30,2005,June,30,Thursday,N/A,False,False,False,False,False,False
2005-07-01,2005,July,1,Friday,N/A,False,False,False,False,False,False
2005-07-02,2005,July,2,Saturday,N/A,True,False,True,False,False,True
2005-07-03,2005,July,3,Sunday,N/A,True,False,True,False,False,True
2005-07-04,2005,July,4,Monday,N/A,False,False,False,False,False,False
2005-07-05,2005,July,5,Tuesday,N/A,False,False,False,False,False,False
2005-07-06,2005,July,6,Wednesday,N/A,False,False,False,False,False,False
2005-07-07,2005,July,7,Thursday,N/A,False,False,False,False,False,False
2005-07-08,2005,July,8,Friday,N/A,False,False,False,False,False,False
2005-07-09,2005,July,9,Saturday,N/A,True,False,True,False,False,True
2005-07-10,2005,July,10,Sunday,N/A,True,False,True,False,False,True
2005-07-11,2005,July,11,Monday,N/A,False,False,False,False,False,False
2005-07-12,2005,July,12,Tuesday,N/A,False,False,False,False,False,False
2005-07-13,2005,July,13,Wednesday,N/A,False,False,False,False,False,False
2005-07-14,2005,July,14,Thursday,N/A,False,False,False,False,False,False
2005-07-15,2005,July,15,Friday,N/A,False,False,False,False,False,False
2005-07-16,2005,July,16,Saturday,N/A,True,False,True,False,False,True
2005-07-17,2005,July,17,Sunday,N/A,True,False,True,False,False,True
2005-07-18,2005,July,18,Monday,N/A,False,False,False,False,False,False
2005-07-19,2005,July,19,Tuesday,N/A,False,False,False,False,False,False
2005-07-20,2005,July,20,Wednesday,N/A,False,False,False,False,False,False
2005-07-21,2005,July,21,Thursday,Esala Full Moon Poya Day,True,True,True,False,True,False
2005-07-22,2005,July,22,Friday,N/A,False,False,False,False,False,False
2005-07-23,2005,July,23,Saturday,N/A,True,False,True,False,False,True
2005-07-24,2005,July,24,Sunday,N/A,True,False,True,False,False,True
2005-07-25,2005,July,25,Monday,N/A,False,False,False,False,False,False
2005-07-26,2005,July,26,Tuesday,N/A,False,False,False,False,False,False
2005-07-27,2005,July,27,Wednesday,N/A,False,False,False,False,False,False
2005-07-28,2005,July,28,Thursday,N/A,False,False,False,False,False,False
2005-07-29,2005,July,29,Friday,N/A,False,False,False,False,False,False
2005-07-30,2005,July,30,Saturday,N/A,True,False,True,False,False,True
2005-07-31,2005,July,31,Sunday,N/A,True,False,True,False,False,True
2005-08-01,2005,August,1,Monday,N/A,False,False,False,False,False,False
2005-08-02,2005,August,2,Tuesday,N/A,False,False,False,False,False,False
2005-08-03,2005,August,3,Wednesday,N/A,False,False,False,False,False,False
2005-08-04,2005,August,4,Thursday,N/A,False,False,False,False,False,False
2005-08-05,2005,August,5,Friday,N/A,False,False,False,False,False,False
2005-08-06,2005,August,6,Saturday,N/A,True,False,True,False,False,True
2005-08-07,2005,August,7,Sunday,N/A,True,False,True,False,False,True
2005-08-08,2005,August,8,Monday,N/A,False,False,False,False,False,False
2005-08-09,2005,August,9,Tuesday,N/A,False,False,False,False,False,False
2005-08-10,2005,August,10,Wednesday,N/A,False,False,False,False,False,False
2005-08-11,2005,August,11,Thursday,N/A,False,False,False,False,False,False
2005-08-12,2005,August,12,Friday,N/A,False,False,False,False,False,False
2005-08-13,2005,August,13,Saturday,N/A,True,False,True,False,False,True
2005-08-14,2005,August,14,Sunday,N/A,True,False,True,False,False,True
2005-08-15,2005,August,15,Monday,N/A,False,False,False,False,False,False
2005-08-16,2005,August,16,Tuesday,N/A,False,False,False,False,False,False
2005-08-17,2005,August,17,Wednesday,N/A,False,False,False,False,False,False
2005-08-18,2005,August,18,Thursday,N/A,False,False,False,False,False,False
2005-08-19,2005,August,19,Friday,Nikini Full Moon Poya Day,True,True,True,False,True,False
2005-08-20,2005,August,20,Saturday,N/A,True,False,True,False,False,True
2005-08-21,2005,August,21,Sunday,N/A,True,False,True,False,False,True
2005-08-22,2005,August,22,Monday,N/A,False,False,False,False,False,False
2005-08-23,2005,August,23,Tuesday,N/A,False,False,False,False,False,False
2005-08-24,2005,August,24,Wednesday,N/A,False,False,False,False,False,False
2005-08-25,2005,August,25,Thursday,N/A,False,False,False,False,False,False
2005-08-26,2005,August,26,Friday,N/A,False,False,False,False,False,False
2005-08-27,2005,August,27,Saturday,N/A,True,False,True,False,False,True
2005-08-28,2005,August,28,Sunday,N/A,True,False,True,False,False,True
2005-08-29,2005,August,29,Monday,N/A,False,False,False,False,False,False
2005-08-30,2005,August,30,Tuesday,N/A,False,False,False,False,False,False
2005-08-31,2005,August,31,Wednesday,N/A,False,False,False,False,False,False
2005-09-01,2005,September,1,Thursday,N/A,False,False,False,False,False,False
2005-09-02,2005,September,2,Friday,N/A,False,False,False,False,False,False
2005-09-03,2005,September,3,Saturday,N/A,True,False,True,False,False,True
2005-09-04,2005,September,4,Sunday,N/A,True,False,True,False,False,True
2005-09-05,2005,September,5,Monday,N/A,False,False,False,False,False,False
2005-09-06,2005,September,6,Tuesday,N/A,False,False,False,False,False,False
2005-09-07,2005,September,7,Wednesday,N/A,False,False,False,False,False,False
2005-09-08,2005,September,8,Thursday,N/A,False,False,False,False,False,False
2005-09-09,2005,September,9,Friday,N/A,False,False,False,False,False,False
2005-09-10,2005,September,10,Saturday,N/A,True,False,True,False,False,True
2005-09-11,2005,September,11,Sunday,N/A,True,False,True,False,False,True
2005-09-12,2005,September,12,Monday,N/A,False,False,False,False,False,False
2005-09-13,2005,September,13,Tuesday,N/A,False,False,False,False,False,False
2005-09-14,2005,September,14,Wednesday,N/A,False,False,False,False,False,False
2005-09-15,2005,September,15,Thursday,N/A,False,False,False,False,False,False
2005-09-16,2005,September,16,Friday,N/A,False,False,False,False,False,False
2005-09-17,2005,September,17,Saturday,Binara Full Moon Poya Day,True,True,True,False,True,True
2005-09-18,2005,September,18,Sunday,N/A,True,False,True,False,False,True
2005-09-19,2005,September,19,Monday,N/A,False,False,False,False,False,False
2005-09-20,2005,September,20,Tuesday,N/A,False,False,False,False,False,False
2005-09-21,2005,September,21,Wednesday,N/A,False,False,False,False,False,False
2005-09-22,2005,September,22,Thursday,N/A,False,False,False,False,False,False
2005-09-23,2005,September,23,Friday,N/A,False,False,False,False,False,False
2005-09-24,2005,September,24,Saturday,N/A,True,False,True,False,False,True
2005-09-25,2005,September,25,Sunday,N/A,True,False,True,False,False,True
2005-09-26,2005,September,26,Monday,N/A,False,False,False,False,False,False
2005-09-27,2005,September,27,Tuesday,N/A,False,False,False,False,False,False
2005-09-28,2005,September,28,Wednesday,N/A,False,False,False,False,False,False
2005-09-29,2005,September,29,Thursday,N/A,False,False,False,False,False,False
2005-09-30,2005,September,30,Friday,N/A,False,False,False,False,False,False
2005-10-01,2005,October,1,Saturday,N/A,True,False,True,False,False,True
2005-10-02,2005,October,2,Sunday,N/A,True,False,True,False,False,True
2005-10-03,2005,October,3,Monday,N/A,False,False,False,False,False,False
2005-10-04,2005,October,4,Tuesday,N/A,False,False,False,False,False,False
2005-10-05,2005,October,5,Wednesday,N/A,False,False,False,False,False,False
2005-10-06,2005,October,6,Thursday,N/A,False,False,False,False,False,False
2005-10-07,2005,October,7,Friday,N/A,False,False,False,False,False,False
2005-10-08,2005,October,8,Saturday,N/A,True,False,True,False,False,True
2005-10-09,2005,October,9,Sunday,N/A,True,False,True,False,False,True
2005-10-10,2005,October,10,Monday,N/A,False,False,False,False,False,False
2005-10-11,2005,October,11,Tuesday,N/A,False,False,False,False,False,False
2005-10-12,2005,October,12,Wednesday,N/A,False,False,False,False,False,False
2005-10-13,2005,October,13,Thursday,N/A,False,False,False,False,False,False
2005-10-14,2005,October,14,Friday,N/A,False,False,False,False,False,False
2005-10-15,2005,October,15,Saturday,N/A,True,False,True,False,False,True
2005-10-16,2005,October,16,Sunday,N/A,True,False,True,False,False,True
2005-10-17,2005,October,17,Monday,Vap Full Moon Poya Day,True,True,True,False,True,False
2005-10-18,2005,October,18,Tuesday,N/A,False,False,False,False,False,False
2005-10-19,2005,October,19,Wednesday,N/A,False,False,False,False,False,False
2005-10-20,2005,October,20,Thursday,N/A,False,False,False,False,False,False
2005-10-21,2005,October,21,Friday,N/A,False,False,False,False,False,False
2005-10-22,2005,October,22,Saturday,N/A,True,False,True,False,False,True
2005-10-23,2005,October,23,Sunday,N/A,True,False,True,False,False,True
2005-10-24,2005,October,24,Monday,N/A,False,False,False,False,False,False
2005-10-25,2005,October,25,Tuesday,N/A,False,False,False,False,False,False
2005-10-26,2005,October,26,Wednesday,N/A,False,False,False,False,False,False
2005-10-27,2005,October,27,Thursday,N/A,False,False,False,False,False,False
2005-10-28,2005,October,28,Friday,N/A,False,False,False,False,False,False
2005-10-29,2005,October,29,Saturday,N/A,True,False,True,False,False,True
2005-10-30,2005,October,30,Sunday,N/A,True,False,True,False,False,True
2005-10-31,2005,October,31,Monday,N/A,False,False,False,False,False,False
2005-11-01,2005,November,1,Tuesday,Deepavali Festival Day,True,True,True,False,False,False
2005-11-02,2005,November,2,Wednesday,N/A,False,False,False,False,False,False
2005-11-03,2005,November,3,Thursday,N/A,False,False,False,False,False,False
2005-11-04,2005,November,4,Friday,Id-Ul-Fitr (Ramazan Festival Day),True,True,True,False,False,False
2005-11-05,2005,November,5,Saturday,N/A,True,False,True,False,False,True
2005-11-06,2005,November,6,Sunday,N/A,True,False,True,False,False,True
2005-11-07,2005,November,7,Monday,N/A,False,False,False,False,False,False
2005-11-08,2005,November,8,Tuesday,N/A,False,False,False,False,False,False
2005-11-09,2005,November,9,Wednesday,N/A,False,False,False,False,False,False
2005-11-10,2005,November,10,Thursday,N/A,False,False,False,False,False,False
2005-11-11,2005,November,11,Friday,N/A,False,False,False,False,False,False
2005-11-12,2005,November,12,Saturday,N/A,True,False,True,False,False,True
2005-11-13,2005,November,13,Sunday,N/A,True,False,True,False,False,True
2005-11-14,2005,November,14,Monday,N/A,False,False,False,False,False,False
2005-11-15,2005,November,15,Tuesday,Il Full Moon Poya Day,True,True,True,False,True,False
2005-11-16,2005,November,16,Wednesday,N/A,False,False,False,False,False,False
2005-11-17,2005,November,17,Thursday,N/A,False,False,False,False,False,False
2005-11-18,2005,November,18,Friday,N/A,False,False,False,False,False,False
2005-11-19,2005,November,19,Saturday,N/A,True,False,True,False,False,True
2005-11-20,2005,November,20,Sunday,N/A,True,False,True,False,False,True
2005-11-21,2005,November,21,Monday,N/A,False,False,False,False,False,False
2005-11-22,2005,November,22,Tuesday,N/A,False,False,False,False,False,False
2005-11-23,2005,November,23,Wednesday,N/A,False,False,False,False,False,False
2005-11-24,2005,November,24,Thursday,N/A,False,False,False,False,False,False
2005-11-25,2005,November,25,Friday,N/A,False,False,False,False,False,False
2005-11-26,2005,November,26,Saturday,N/A,True,False,True,False,False,True
2005-11-27,2005,November,27,Sunday,N/A,True,False,True,False,False,True
2005-11-28,2005,November,28,Monday,N/A,False,False,False,False,False,False
2005-11-29,2005,November,29,Tuesday,N/A,False,False,False,False,False,False
2005-11-30,2005,November,30,Wednesday,N/A,False,False,False,False,False,False
2005-12-01,2005,December,1,Thursday,N/A,False,False,False,False,False,False
2005-12-02,2005,December,2,Friday,N/A,False,False,False,False,False,False
2005-12-03,2005,December,3,Saturday,N/A,True,False,True,False,False,True
2005-12-04,2005,December,4,Sunday,N/A,True,False,True,False,False,True
2005-12-05,2005,December,5,Monday,N/A,False,False,False,False,False,False
2005-12-06,2005,December,6,Tuesday,N/A,False,False,False,False,False,False
2005-12-07,2005,December,7,Wednesday,N/A,False,False,False,False,False,False
2005-12-08,2005,December,8,Thursday,N/A,False,False,False,False,False,False
2005-12-09,2005,December,9,Friday,N/A,False,False,False,False,False,False
2005-12-10,2005,December,10,Saturday,N/A,True,False,True,False,False,True
2005-12-11,2005,December,11,Sunday,N/A,True,False,True,False,False,True
2005-12-12,2005,December,12,Monday,N/A,False,False,False,False,False,False
2005-12-13,2005,December,13,Tuesday,N/A,False,False,False,False,False,False
2005-12-14,2005,December,14,Wednesday,N/A,False,False,False,False,False,False
2005-12-15,2005,December,15,Thursday,Unduvap Full Moon Poya Day,True,True,True,False,True,False
2005-12-16,2005,December,16,Friday,N/A,False,False,False,False,False,False
2005-12-17,2005,December,17,Saturday,N/A,True,False,True,False,False,True
2005-12-18,2005,December,18,Sunday,N/A,True,False,True,False,False,True
2005-12-19,2005,December,19,Monday,N/A,False,False,False,False,False,False
2005-12-20,2005,December,20,Tuesday,N/A,False,False,False,False,False,False
2005-12-21,2005,December,21,Wednesday,N/A,False,False,False,False,False,False
2005-12-22,2005,December,22,Thursday,N/A,False,False,False,False,False,False
2005-12-23,2005,December,23,Friday,N/A,False,False,False,False,False,False
2005-12-24,2005,December,24,Saturday,N/A,True,False,True,False,False,True
2005-12-25,2005,December,25,Sunday,Christmas Day,True,True,True,True,False,True
2005-12-26,2005,December,26,Monday,Special Bank Holiday,True,True,False,False,False,False
2005-12-27,2005,December,27,Tuesday,N/A,False,False,False,False,False,False
2005-12-28,2005,December,28,Wednesday,N/A,False,False,False,False,False,False
2005-12-29,2005,December,29,Thursday,N/A,False,False,False,False,False,False
2005-12-30,2005,December,30,Friday,N/A,False,False,False,False,False,False
2005-12-31,2005,December,31,Saturday,N/A,True,False,True,False,False,True
2006-01-01,2006,January,1,Sunday,N/A,True,False,True,False,False,True
2006-01-02,2006,January,2,Monday,N/A,False,False,False,False,False,False
2006-01-03,2006,January,3,Tuesday,N/A,False,False,False,False,False,False
2006-01-04,2006,January,4,Wednesday,N/A,False,False,False,False,False,False
2006-01-05,2006,January,5,Thursday,N/A,False,False,False,False,False,False
2006-01-06,2006,January,6,Friday,N/A,False,False,False,False,False,False
2006-01-07,2006,January,7,Saturday,N/A,True,False,True,False,False,True
2006-01-08,2006,January,8,Sunday,N/A,True,False,True,False,False,True
2006-01-09,2006,January,9,Monday,N/A,False,False,False,False,False,False
2006-01-10,2006,January,10,Tuesday,N/A,False,False,False,False,False,False
2006-01-11,2006,January,11,Wednesday,Id-Ul-Alha (Hadji Festival Day),True,True,True,False,False,False
2006-01-12,2006,January,12,Thursday,N/A,False,False,False,False,False,False
2006-01-13,2006,January,13,Friday,Duruthu Full Moon Poya Day,True,True,True,False,True,False
2006-01-14,2006,January,14,Saturday,Tamil Thai Pongal Day,True,True,True,True,False,True
2006-01-15,2006,January,15,Sunday,N/A,True,False,True,False,False,True
2006-01-16,2006,January,16,Monday,N/A,False,False,False,False,False,False
2006-01-17,2006,January,17,Tuesday,N/A,False,False,False,False,False,False
2006-01-18,2006,January,18,Wednesday,N/A,False,False,False,False,False,False
2006-01-19,2006,January,19,Thursday,N/A,False,False,False,False,False,False
2006-01-20,2006,January,20,Friday,N/A,False,False,False,False,False,False
2006-01-21,2006,January,21,Saturday,N/A,True,False,True,False,False,True
2006-01-22,2006,January,22,Sunday,N/A,True,False,True,False,False,True
2006-01-23,2006,January,23,Monday,N/A,False,False,False,False,False,False
