Year,Month,Date,Day,Holiday_Name,Is_Public_Holiday,Is_Bank_Holiday,Is_Mercantile_Holiday
2022,December,25,Sunday,Christmas Day,True,True,True
2022,December,26,Monday,Additional Bank Holiday,True,True,False
2023,January,6,Friday,Duruthu Full Moon Poya Day,True,True,False
2023,January,15,Sunday,Tamil Thai Pongal Day,True,True,True
2023,January,16,Monday,Special Bank Holiday,False,True,False
2023,February,4,Saturday,Independence Day,True,True,True
2023,February,5,Sunday,Navam Full Moon Poya Day,True,True,False
2023,February,18,Saturday,Maha Sivarathri Day,True,True,False
2023,March,6,Monday,Medin Full Moon Poya Day,True,True,False
2023,April,5,Wednesday,Bak Full Moon Poya Day,True,True,False
2023,April,7,Friday,Good Friday,True,True,False
2023,April,13,Thursday,Day prior to Sinhala and Tamil New Year Day,True,True,True
2023,April,14,Friday,Sinhala and Tamil New Year Day,True,True,True
2023,April,22,Saturday,Id-Ul-Fitr (Ramazan Festival Day),True,True,False
2023,May,1,Monday,May Day,True,True,True
2023,May,5,Friday,Vesak Full Moon Poya Day,True,True,False
2023,May,6,Saturday,Day following Vesak Full Moon Poya Day,True,True,True
2023,June,3,Saturday,Poson Full Moon Poya Day,True,True,False
2023,June,29,Thursday,Id-Ul-Alha (Hadji Festival Day),True,True,False
2023,July,3,Monday,Esala Full Moon Poya Day,True,True,False
2023,August,1,Tuesday,Esala Full Moon Poya Day,True,True,False
2023,August,30,Wednesday,Nikini Full Moon Poya Day,True,True,False
2023,September,28,Thursday,Milad-Un-Nabi (Holy Prophet's Birthday),True,True,True
2023,September,29,Friday,Binara Full Moon Poya Day,True,True,False
2023,October,28,Saturday,Vap Full Moon Poya Day,True,True,False
2023,November,12,Sunday,Deepavali Festival Day,True,True,False
2023,November,26,Sunday,Il Full Moon Poya Day,True,True,False
2023,December,25,Monday,Christmas Day,True,True,True
2023,December,26,Tuesday,Unduvap Full Moon Poya Day,True,True,False
2024,January,15,Monday,Tamil Thai Pongal Day,True,True,True
2024,January,25,Thursday,Duruthu Full Moon Poya Day,True,True,False
2024,February,4,Sunday,Independence Day,True,True,True
2024,February,23,Friday,Navam Full Moon Poya Day,True,True,False
2024,March,8,Friday,Maha Sivarathri Day,True,True,False
2024,March,24,Sunday,Medin Full Moon Poya Day,True,True,False
2024,March,29,Friday,Good Friday,True,True,False
2024,April,11,Thursday,Id-Ul-Fitr (Ramazan Festival Day),True,True,False
2024,April,12,Friday,Day prior to Sinhala and Tamil New Year Day,True,True,True
2024,April,13,Saturday,Sinhala and Tamil New Year Day,True,True,True
2024,April,23,Tuesday,Bak Full Moon Poya Day,True,True,False
2024,May,23,Thursday,Vesak Full Moon Poya Day,True,True,False
2024,May,24,Friday,Day following Vesak Full Moon Poya Day,True,True,True
2024,June,17,Monday,Id-Ul-Alha (Hadji Festival Day),True,True,False
2024,June,21,Friday,Poson Full Moon Poya Day,True,True,False
2024,July,20,Saturday,Esala Full Moon Poya Day,True,True,False
2024,August,19,Monday,Nikini Full Moon Poya Day,True,True,False
2024,September,16,Monday,Milad-Un-Nabi (Holy Prophet's Birthday),True,True,True
2024,September,17,Tuesday,Binara Full Moon Poya Day,True,True,False
2024,October,17,Thursday,Vap Full Moon Poya Day,True,True,False
2024,October,31,Thursday,Deepavali Festival Day,True,True,False
2024,November,15,Friday,Il Full Moon Poya Day,True,True,False
2024,December,14,Saturday,Unduvap Full Moon Poya Day,True,True,False
2024,December,25,Wednesday,Christmas Day,True,True,True
2025,January,13,Monday,Duruthu Full Moon Poya Day,True,True,False
2025,January,14,Tuesday,Tamil Thai Pongal Day,True,True,True
2025,February,4,Tuesday,Independence Day,True,True,True
2025,February,12,Wednesday,Navam Full Moon Poya Day,True,True,False
2025,February,26,Wednesday,Maha Sivarathri Day,True,True,False
2025,March,13,Thursday,Medin Full Moon Poya Day,True,True,False
2025,March,31,Monday,Id-Ul-Fitr (Ramazan Festival Day),True,True,False
2025,April,12,Saturday,Bak Full Moon Poya Day,True,True,False
2025,April,13,Sunday,Day prior to Sinhala and Tamil New Year Day,True,True,True
2025,April,14,Monday,Sinhala and Tamil New Year Day,True,True,True
2025,April,15,Tuesday,Special Bank Holiday,False,True,False
2025,April,18,Friday,Good Friday,True,True,False
2025,May,1,Thursday,May Day,True,True,True
2025,May,12,Monday,Vesak Full Moon Poya Day,True,True,False
2025,May,13,Tuesday,Day following Vesak Full Moon Poya Day,True,True,True
2025,June,7,Saturday,Id-Ul-Alha (Hadji Festival Day),True,True,False
2025,June,10,Tuesday,Poson Full Moon Poya Day,True,True,False
2025,July,10,Thursday,Esala Full Moon Poya Day,True,True,False
2025,August,8,Friday,Nikini Full Moon Poya Day,True,True,False
2025,September,5,Friday,Milad-Un-Nabi (Holy Prophet's Birthday),True,True,True
2025,September,7,Sunday,Binara Full Moon Poya Day,True,True,False
2025,October,6,Monday,Vap Full Moon Poya Day,True,True,False
2025,October,20,Monday,Deepavali Festival Day,True,True,False
2025,November,5,Wednesday,Il Full Moon Poya Day,True,True,False
2025,December,4,Thursday,Unduvap Full Moon Poya Day,True,True,False
2025,December,25,Thursday,Christmas Day,True,True,True
2026,January,3,Saturday,Duruthu Full Moon Poya Day,True,True,False
2026,January,15,Thursday,Tamil Thai Pongal Day,True,True,True
2026,February,1,Sunday,Navam Full Moon Poya Day,True,True,False
2026,February,4,Wednesday,Independence Day,True,True,True
2026,February,15,Sunday,Maha Sivarathri Day,True,True,False
2026,March,2,Monday,Medin Full Moon Poya Day,True,True,False
2026,March,21,Saturday,Id-Ul-Fitr (Ramazan Festival Day),True,True,False
2026,April,1,Wednesday,Bak Full Moon Poya Day,True,True,False
2026,April,3,Friday,Good Friday,True,True,False
2026,April,13,Monday,Day prior to Sinhala and Tamil New Year Day,True,True,True
2026,April,14,Tuesday,Sinhala and Tamil New Year Day,True,True,True
2026,May,1,Friday,May Day,True,True,True
2026,May,1,Friday,Vesak Full Moon Poya Day,True,True,False
2026,May,2,Saturday,Day following Vesak Full Moon Poya Day,True,True,True
2026,May,28,Thursday,Id-Ul-Alha (Hadji Festival Day),True,True,False
2026,May,30,Saturday,Poson Full Moon Poya Day,True,True,False
2026,June,29,Monday,Poson Full Moon Poya Day,True,True,False
2026,July,29,Wednesday,Esala Full Moon Poya Day,True,True,False
2026,August,26,Wednesday,Milad-Un-Nabi (Holy Prophet's Birthday),True,True,True
2026,August,27,Thursday,Nikini Full Moon Poya Day,True,True,False
2026,September,26,Saturday,Binara Full Moon Poya Day,True,True,False
2026,October,25,Sunday,Vap Full Moon Poya Day,True,True,False
2026,November,8,Sunday,Deepavali Festival Day,True,True,False
2026,November,24,Tuesday,Il Full Moon Poya Day,True,True,False
2026,December,23,Wednesday,Unduvap Full Moon Poya Day,True,True,False
2026,December,25,Friday,Christmas Day,True,True,True
